id,name_formal,state,gov_type,country_code,official_count,term_length,url,upcoming_election,ue_remarks,ue_url_1,special,runoff,lat,lon,next_election_display
6115,Fontana City Council,CA,LOCAL,US,5,4 years,https://www.fontana.org/69/City-Council,2022-11-08 05:00:00+00:00,"Mayor, District 1 & 4",,f,f,34.103792445021156,-117.45761467581713,"Nov 08, 2022"
6557,Fort Myers City Council & Mayor,FL,LOCAL,US,6,4 years,https://cityftmyers.com/1168/Mayor-City-Council,2022-11-08 05:00:00+00:00,"Mayor, and Districts 1, 3, and 5.",,f,f,26.623728968603455,-81.84105679328657,"Nov 08, 2022"
4793,Fremont City Council,CA,LOCAL,US,7,4 years,https://www.fremont.gov/598/Mayor,2022-11-08 05:00:00+00:00,3 seats,,f,f,37.53908905070403,-121.9980851864447,"Nov 08, 2022"
7184,Fresno City Council & Mayor,CA,LOCAL,US,7,4 years,https://www.fresno.gov/citycouncil/,2022-11-08 05:00:00+00:00,"Districts 1, 3, 5",,f,f,36.782939148258144,-119.78926720577263,"Nov 08, 2022"
8422,Fullerton City Council,CA,LOCAL,US,5,4 years,https://www.cityoffullerton.com/government/city-council,2022-11-08 05:00:00+00:00,"District 3, 5.",,f,f,33.88042638403142,-117.92774720470031,"Nov 08, 2022"
8418,Garden Grove City Council,CA,LOCAL,US,7,"2 years (Mayor), 4 years (Council)",https://ggcity.org/city-council,2022-11-08 05:00:00+00:00,"Mayor, District 1, 3, 4",,f,f,33.77780021626776,-117.95459368336999,"Nov 08, 2022"
7815,Georgia Commissioner of Agriculture,GA,STATE,US,1,4 years,http://agr.georgia.gov/,2022-11-08 05:00:00+00:00,,"https://ballotpedia.org/Georgia_Agriculture_Commissioner_election,_2022",f,f,33.3680016714074,-83.88313260375072,"Nov 08, 2022"
7816,Georgia Commissioner of Labor,GA,STATE,US,1,4 years,https://dol.georgia.gov/,2022-11-08 05:00:00+00:00,,"https://ballotpedia.org/Georgia_Labor_Commissioner_election,_2022",f,f,33.3680016714074,-83.88313260375072,"Nov 08, 2022"
4464,Georgia Governor & Lieutenant Governor,GA,STATE,US,1,4 years,http://gov.georgia.gov/,2022-11-08 05:00:00+00:00,,,f,f,33.3680016714074,-83.88313260375072,"Nov 08, 2022"
8170,Georgia House of Representatives,GA,STATE,US,180,2 years,https://www.legis.ga.gov/members/house,2022-11-08 05:00:00+00:00,,"https://ballotpedia.org/Georgia_House_of_Representatives_elections,_2022",f,f,33.3680016714074,-83.88313260375072,"Nov 08, 2022"
7818,Georgia Insurance and Safety Fire Commissioner,GA,STATE,US,1,4 years,https://oci.georgia.gov/,2022-11-08 05:00:00+00:00,,"https://ballotpedia.org/Georgia_Insurance_Commissioner_election,_2022",f,f,33.3680016714074,-83.88313260375072,"Nov 08, 2022"
7819,Georgia Public Service Commission,GA,STATE,US,5,6 years,https://psc.ga.gov/,2022-11-08 05:00:00+00:00,District 2,"https://ballotpedia.org/Georgia_Public_Service_Commission_election,_2022",f,f,33.3680016714074,-83.88313260375072,"Nov 08, 2022"
7820,Georgia Secretary of State,GA,STATE,US,1,4 years,https://sos.ga.gov/,2022-11-08 05:00:00+00:00,,"https://ballotpedia.org/Georgia_Secretary_of_State_election,_2022",f,f,33.3680016714074,-83.88313260375072,"Nov 08, 2022"
6267,Georgia State Senate,GA,STATE,US,56,2 years,https://www.legis.ga.gov/senate,2022-11-08 05:00:00+00:00,All,,f,f,33.3680016714074,-83.88313260375072,"Nov 08, 2022"
7522,Georgia State Superintendent of Schools,GA,STATE,US,1,4 years,https://www.gadoe.org/Pages/superintendent.aspx,2022-11-08 05:00:00+00:00,,"https://ballotpedia.org/Georgia_Superintendent_of_Schools_election,_2022",f,f,33.3680016714074,-83.88313260375072,"Nov 08, 2022"
6040,Gilbert Town Council,AZ,LOCAL,US,7,4 years,https://www.gilbertaz.gov/departments/town-hall/mayor-town-council,2022-11-08 05:00:00+00:00,,,f,f,33.307922566712065,-111.74596691085198,"Nov 08, 2022"
5935,Glendale City Council,AZ,LOCAL,US,7,4 years,https://www.glendaleaz.com/your_government/city_council,2022-11-08 05:00:00+00:00,"3 districts (Barrel, Cholla, Ocotillo)",https://www.glendaleaz.com/clerk/elections.cfm,f,f,33.57988593270894,-112.20776758114914,"Nov 08, 2022"
8314,Governor of the Commonwealth of the Northern Mariana Islands,MP,STATE,US,1,4 years,https://governor.gov.mp/,2022-11-08 05:00:00+00:00,,https://en.wikipedia.org/wiki/2022_Northern_Mariana_Islands_gubernatorial_election,f,f,16.817085397243968,145.5957224361839,"Nov 08, 2022"
8329,Governor of the United States Virgin Islands,VI,STATE,US,1,4 years,https://www.vi.gov/,2022-11-08 05:00:00+00:00,,,f,f,18.05981790903022,-64.83903695447009,"Nov 08, 2022"
8476,Grand Rapids City Commission,MI,LOCAL,US,7,4 years,https://www.grandrapidsmi.gov/Government/City-Commission,2022-11-08 05:00:00+00:00,One official from each ward,,f,f,42.95899876293542,-85.65380670787476,"Nov 08, 2022"
6351,Greene County Commission,MO,LOCAL,US,3,4 years,https://greenecountymo.gov/commission/,2022-11-08 05:00:00+00:00,,,f,f,37.25662077008936,-93.32446494009615,"Nov 08, 2022"
6545,Gresham City Council,OR,LOCAL,US,7,4 years,https://greshamoregon.gov/Mayor-and-Council/,2022-11-08 05:00:00+00:00,"2, 4, 6",,f,f,45.50233305801767,-122.44144943969798,"Nov 08, 2022"
8251,Guam Consolidated Commission on Utilities,GU,STATE,US,5,4 years,https://guamccu.org/about-us/,2022-11-08 05:00:00+00:00,3 of 5 seats,,f,f,13.44275954785126,144.76945169733125,"Nov 08, 2022"
8822,Hampton City Council,VA,LOCAL,US,7,4 years,https://hampton.gov/222/City-Council,2022-11-08 05:00:00+00:00,"Mayor and 3 councilmembers. Originally scheduled for May 5th, all local elections in Virginia were moved to May 19th.",,f,f,37.04874896582373,-76.29535988526455,"Nov 08, 2022"
8375,Hawaii Governor & Lieutenant Governor,HI,STATE,US,1,4 years,https://governor.hawaii.gov/,2022-11-08 05:00:00+00:00,,,f,f,21.09297958765421,-157.48051268271328,"Nov 08, 2022"
8489,Hawaii House of Representatives,HI,STATE,US,51,2 years,https://www.capitol.hawaii.gov/house.aspx,2022-11-08 05:00:00+00:00,All districts.,"https://ballotpedia.org/Hawaii_House_of_Representatives_elections,_2022",f,f,21.09297958765421,-157.48051268271328,"Nov 08, 2022"
5997,Hawaii Senate,HI,STATE,US,25,4 years,https://www.capitol.hawaii.gov/senate.aspx,2022-11-08 05:00:00+00:00,,"https://ballotpedia.org/Hawaii_State_Senate_elections,_2022",f,f,21.09297958765421,-157.48051268271328,"Nov 08, 2022"
6539,Henderson City Council & Mayor,NV,LOCAL,US,4,4 years,https://www.cityofhenderson.com/government/departments/mayor-and-council,2022-11-08 05:00:00+00:00,Ward III,,f,f,36.02129969881544,-115.03819544691946,"Nov 08, 2022"
6768,Hennepin County Board of Commissioners,MN,LOCAL,US,7,4 years,https://www.hennepin.us/your-government#leadership,2022-11-08 05:00:00+00:00,,,f,f,44.971521871041446,-93.38688862307788,"Nov 08, 2022"
8530,Hillsboro City Council,OR,LOCAL,US,7,4 years,https://www.hillsboro-oregon.gov/our-city/departments/city-manager-s-office/hillsboro-101,2022-11-08 05:00:00+00:00,Position A in each ward (3),,f,f,45.52785563762412,-122.9363755757268,"Nov 08, 2022"
6135,Hollywood City Commission,FL,LOCAL,US,7,4 years,http://www.hollywoodfl.org/89/City-Commission,2022-11-08 05:00:00+00:00,"Election for districts 1, 3, and 5",,f,f,26.02572575190578,-80.17635190464459,"Nov 08, 2022"
6449,Honolulu City Council & Mayor,HI,LOCAL,US,9,4 years,https://www.honolulu.gov/council/,2022-11-08 05:00:00+00:00,,,f,f,21.421885458035153,-158.0014531355691,"Nov 08, 2022"
6295,Huntington Beach City Council,CA,LOCAL,US,7,4 years,https://www.huntingtonbeachca.gov/government/elected_officials/city_council/,2022-11-08 05:00:00+00:00,,,f,f,33.69085106185992,-118.00764265283786,"Nov 08, 2022"
7831,Idaho Controller,ID,STATE,US,1,4,https://www.sco.idaho.gov/,2022-11-08 05:00:00+00:00,,"https://ballotpedia.org/Idaho_Controller_election,_2022",f,f,44.1917575944523,-115.13810494564291,"Nov 08, 2022"
8379,Idaho Governor & Lieutenant Governor,ID,STATE,US,1,4 years,https://gov.idaho.gov/,2022-11-08 05:00:00+00:00,,,f,f,44.1917575944523,-115.13810494564291,"Nov 08, 2022"
6103,Idaho House of Representatives,ID,STATE,US,70,2 years,https://legislature.idaho.gov/house/,2022-11-08 05:00:00+00:00,All seats,,f,f,44.1917575944523,-115.13810494564291,"Nov 08, 2022"
7836,Idaho Secretary of State,ID,STATE,US,1,4,https://sos.idaho.gov/,2022-11-08 05:00:00+00:00,,"https://ballotpedia.org/Idaho_Secretary_of_State_election,_2022",f,f,44.1917575944523,-115.13810494564291,"Nov 08, 2022"
6156,Idaho State Senate,ID,STATE,US,35,2 years,https://legislature.idaho.gov/senate/,2022-11-08 05:00:00+00:00,All,,f,f,44.1917575944523,-115.13810494564291,"Nov 08, 2022"
7837,Idaho Superintendent of Public Instruction,ID,STATE,US,1,4,https://www.sde.idaho.gov/superintendent/,2022-11-08 05:00:00+00:00,,"https://ballotpedia.org/Idaho_Superintendent_of_Public_Instruction_election,_2022",f,f,44.1917575944523,-115.13810494564291,"Nov 08, 2022"
7081,Idaho Treasurer,ID,STATE,US,1,4,https://sto.idaho.gov/,2022-11-08 05:00:00+00:00,,"https://ballotpedia.org/Idaho_Treasurer_election,_2022",f,f,44.1917575944523,-115.13810494564291,"Nov 08, 2022"
7841,Illinois Comptroller,IL,STATE,US,1,4,https://illinoiscomptroller.gov/,2022-11-08 05:00:00+00:00,,"https://ballotpedia.org/Illinois_Comptroller_election,_2022",f,f,41.27231761699882,-88.39564523221125,"Nov 08, 2022"
6484,Illinois Governor,IL,STATE,US,1,4 years,http://www2.illinois.gov/gov/Pages/default.aspx,2022-11-08 05:00:00+00:00,,,f,f,41.27231761699882,-88.39564523221125,"Nov 08, 2022"
6776,Illinois House of Representatives,IL,STATE,US,118,2 years,https://www.ilga.gov/house/,2022-11-08 05:00:00+00:00,,"https://ballotpedia.org/Illinois_House_of_Representatives_elections,_2022",f,f,41.27231761699882,-88.39564523221125,"Nov 08, 2022"
2567,Illinois Lieutenant Governor,IL,STATE,US,1,,,2022-11-08 05:00:00+00:00,,,f,f,41.27231761699882,-88.39564523221125,"Nov 08, 2022"
7846,Illinois Secretary of State,IL,STATE,US,1,4,https://www.cyberdriveillinois.com/,2022-11-08 05:00:00+00:00,,"https://ballotpedia.org/Illinois_Secretary_of_State_election,_2022",f,f,41.27231761699882,-88.39564523221125,"Nov 08, 2022"
8814,Illinois Senate,IL,STATE,US,59,4 years,https://www.ilga.gov/senate/,2022-11-08 05:00:00+00:00,,,f,f,41.27231761699882,-88.39564523221125,"Nov 08, 2022"
7092,Illinois Treasurer,IL,STATE,US,1,4,https://www.illinoistreasurer.gov/,2022-11-08 05:00:00+00:00,,"https://ballotpedia.org/Illinois_Treasurer_election,_2022",f,f,41.27231761699882,-88.39564523221125,"Nov 08, 2022"
6096,Indiana House of Representatives,IN,STATE,US,100,2 years,http://iga.in.gov/,2022-11-08 05:00:00+00:00,,,f,f,40.14867415997597,-86.26118521442993,"Nov 08, 2022"
7859,Indiana Secretary of State,IN,STATE,US,1,4 years,https://www.in.gov/sos/,2022-11-08 05:00:00+00:00,,"https://ballotpedia.org/Indiana_Secretary_of_State_election,_2022",f,f,40.14867415997597,-86.26118521442993,"Nov 08, 2022"
7647,Indiana State Auditor,IN,STATE,US,1,4 years,https://www.in.gov/auditor/,2022-11-08 05:00:00+00:00,,"https://ballotpedia.org/Indiana_Auditor_election,_2022",f,f,40.14867415997597,-86.26118521442993,"Nov 08, 2022"
5994,Indiana State Senate,IN,STATE,US,50,4 years,http://iga.in.gov/,2022-11-08 05:00:00+00:00,Half of seats up for election,"https://ballotpedia.org/Indiana_State_Senate_elections,_2020",f,f,40.14867415997597,-86.26118521442993,"Nov 08, 2022"
7648,Indiana State Treasurer,IN,STATE,US,1,4 years,https://www.in.gov/tos/,2022-11-08 05:00:00+00:00,,"https://ballotpedia.org/Indiana_Treasurer_election,_2022",f,f,40.14867415997597,-86.26118521442993,"Nov 08, 2022"
6514,Inglewood City Council,CA,LOCAL,US,5,4 years,https://www.cityofinglewood.org/571/City-Council,2022-11-08 05:00:00+00:00,"Mayor, Districts 1 & 2",https://www.cityofinglewood.org/440/Elections,f,f,33.957618874583886,-118.34637213856445,"Nov 08, 2022"
6479,Iowa Governor & Lieutenant Governor,IA,STATE,US,1,4 years,https://governor.iowa.gov/,2022-11-08 05:00:00+00:00,,,f,f,41.94290261136004,-93.0442766513519,"Nov 08, 2022"
6891,Iowa House of Representatives,IA,STATE,US,100,2 years,https://www.legis.iowa.gov/legislators/house,2022-11-08 05:00:00+00:00,,"https://ballotpedia.org/Iowa_House_of_Representatives_elections,_2022",f,f,41.94290261136004,-93.0442766513519,"Nov 08, 2022"
7113,Iowa Secretary of State,IA,STATE,US,1,4,https://sos.iowa.gov/,2022-11-08 05:00:00+00:00,,"https://ballotpedia.org/Iowa_Secretary_of_State_election,_2022",f,f,41.94290261136004,-93.0442766513519,"Nov 08, 2022"
7867,Iowa State Auditor,IA,STATE,US,1,4,https://www.auditor.iowa.gov/,2022-11-08 05:00:00+00:00,,"https://ballotpedia.org/Iowa_Auditor_election,_2022",f,f,41.94290261136004,-93.0442766513519,"Nov 08, 2022"
6302,Iowa State Senate,IA,STATE,US,50,4 years,https://www.legis.iowa.gov/index.aspx,2022-11-08 05:00:00+00:00,Even numbered district officials elected in 2020 will serve out the remainder of their term in new districts after 2022.,"https://ballotpedia.org/Iowa_State_Senate_elections,_2020",f,f,41.94290261136004,-93.0442766513519,"Nov 08, 2022"
7868,Iowa State Treasurer,IA,STATE,US,1,4,https://www.iowatreasurer.gov/,2022-11-08 05:00:00+00:00,,"https://ballotpedia.org/Iowa_Treasurer_election,_2022",f,f,41.94290261136004,-93.0442766513519,"Nov 08, 2022"
8436,Irvine City Council,CA,LOCAL,US,5,Mayor: 2 years Council members: 4 years,https://www.cityofirvine.org/city-council,2022-11-08 05:00:00+00:00,,http://www.cityofirvine.org/government/city-clerk/municipal-election-information,f,f,33.67718638005761,-117.77378039165309,"Nov 08, 2022"
6213,Jurupa Valley City Council,CA,LOCAL,US,5,4 years,https://www.jurupavalley.org/215/City-Council,2022-11-08 05:00:00+00:00,"Districts 1, 3, 5",,f,f,33.99968575276079,-117.46271803402017,"Nov 08, 2022"
7871,Kansas Commissioner of Insurance,KS,STATE,US,1,4 years,https://insurance.kansas.gov/,2022-11-08 05:00:00+00:00,,"https://ballotpedia.org/Kansas_Insurance_Commissioner_election,_2022",f,f,38.462060403763836,-96.5047070901783,"Nov 08, 2022"
6482,Kansas Governor & Lieutenant Governor,KS,STATE,US,1,4 years,https://governor.kansas.gov/,2022-11-08 05:00:00+00:00,,,f,f,38.462060403763836,-96.5047070901783,"Nov 08, 2022"
6301,Kansas House of Representatives,KS,STATE,US,125,2 years,http://www.kslegislature.org/,2022-11-08 05:00:00+00:00,All,"https://ballotpedia.org/Kansas_House_of_Representatives_elections,_2020",f,f,38.462060403763836,-96.5047070901783,"Nov 08, 2022"
7875,Kansas Secretary of State,KS,STATE,US,1,4 years,https://sos.ks.gov/,2022-11-08 05:00:00+00:00,,"https://ballotpedia.org/Kansas_Secretary_of_State_election,_2022",f,f,38.462060403763836,-96.5047070901783,"Nov 08, 2022"
7877,Kansas Treasurer,KS,STATE,US,1,4 years,https://www.kansasstatetreasurer.com/,2022-11-08 05:00:00+00:00,,"https://ballotpedia.org/Kansas_Treasurer_election,_2022",f,f,38.462060403763836,-96.5047070901783,"Nov 08, 2022"
6241,Kentucky House of Representatives,KY,STATE,US,100,2 years,https://legislature.ky.gov,2022-11-08 05:00:00+00:00,,,f,f,37.82017458758508,-85.27204698044022,"Nov 08, 2022"
9057,Kentucky State Senate,KY,STATE,US,38,4 years,https://legislature.ky.gov/Legislators/senate,2022-11-08 05:00:00+00:00,Even seats,,f,f,37.82017458758508,-85.27204698044022,"Nov 08, 2022"
3017,Lake County Board of Commissioners,IN,LOCAL,US,3,4 years,https://www.lakecountyin.org/portal/media-type/html/group/commissioners/page/default,2022-11-08 05:00:00+00:00,all seats up after redistricting,,f,f,41.51485649623459,-87.39881197703981,"Nov 08, 2022"
4229,Lake County Council,IN,LOCAL,US,7,4 years,https://www.lakecountyin.org/portal/group/council/page/default,2022-11-08 05:00:00+00:00,,https://www.lakecountyil.gov/163/Elections,f,f,41.51485649623459,-87.39881197703981,"Nov 08, 2022"
5833,Lakewood Township Committee,NJ,LOCAL,US,5,3 years,https://www.lakewoodnj.gov/section/government,2022-11-08 05:00:00+00:00,1 seat,,f,f,40.07634077670035,-74.20309408072468,"Nov 08, 2022"
8417,Laredo City Council & Mayor,TX,LOCAL,US,8,4 years,https://www.cityoflaredo.com/government.html,2022-11-08 05:00:00+00:00,,http://www.webbcountytx.gov/electionsadministration/,f,f,27.532012485992553,-99.47824231223902,"Nov 08, 2022"
5408,Las Vegas City Council & Mayor,NV,LOCAL,US,6,4 years,https://www.lasvegasnevada.gov/Government/Mayor-City-Council,2022-11-08 05:00:00+00:00,"2,4,6",,f,f,36.210870185287426,-115.23998366688045,"Nov 08, 2022"
8821,Laurens County Board of Commissioners,GA,LOCAL,US,5,4 years,https://www.laurenscoga.org/181/Commissioners,2022-11-08 05:00:00+00:00,"Districts 1, 4, 5",,f,f,,,
6010,League City City Council,TX,LOCAL,US,8,4 years,https://www.leaguecity.com/412/City-Council,2022-11-08 05:00:00+00:00,"Mayor, Positions 1, 2, 6, 7",,f,f,29.487379029613795,-95.1086546716522,"Nov 08, 2022"
8160,Lexington Mayor,KY,LOCAL,US,1,4 years,http://www.lexingtonky.gov/index.aspx?page=325,2022-11-08 05:00:00+00:00,All seats,,f,f,38.02618905883753,-84.48913324186182,"Nov 08, 2022"
6227,Lexington-Fayette Urban County Council,KY,LOCAL,US,15,"2 years (districted), 4 years (at-large)",http://www.lexingtonky.gov/index.aspx?page=325,2022-11-08 05:00:00+00:00,All seats,,f,f,38.02618905883753,-84.48913324186182,"Nov 08, 2022"
8310,Lieutenant Governor of the Commonwealth of the Northern Mariana Islands,MP,STATE,US,1,4 years,https://governor.gov.mp,2022-11-08 05:00:00+00:00,,https://en.wikipedia.org/wiki/2022_Northern_Mariana_Islands_gubernatorial_election,f,f,16.817085397243968,145.5957224361839,"Nov 08, 2022"
8207,Lieutenant Governor of the United States Virgin Islands,VI,STATE,US,1,4 years,https://ltg.gov.vi/,2022-11-08 05:00:00+00:00,,,f,f,18.05981790903022,-64.83903695447009,"Nov 08, 2022"
6303,Little Rock Board of Directors & Mayor,AR,LOCAL,US,10,4 years,https://www.littlerock.gov/board-of-directors/meet-your-board-members/,2022-11-08 05:00:00+00:00,"Mayor and Board seats 1, 2, 5, 6, 7",https://www.littlerock.gov/city-administration/cityclerksoffice/board-elections/,f,f,34.73307947066658,-92.36218372520551,"Nov 08, 2022"
9058,Los Angeles City Council & Mayor,CA,LOCAL,US,15,4 years,https://www.lacity.org/your-government/elected-officials/city-council,2022-11-08 05:00:00+00:00,,,f,f,34.095349411839344,-118.37239595137513,"Nov 08, 2022"
7655,Louisiana Public Service Commission,LA,STATE,US,5,6 years,http://www.lpsc.louisiana.gov/,2022-11-08 05:00:00+00:00,"Districts 3 and 4. If necessary, a general election will be held on December 10.",https://www.sos.la.gov/ElectionsAndVoting/PublishedDocuments/ElectionsCalendar2022.pdf,f,f,30.696117262759483,-91.50003999216038,"Nov 08, 2022"
6953,Louisville Metro Council & Mayor,KY,LOCAL,US,26,4 years,https://louisvilleky.gov/government/metro-council,2022-11-08 05:00:00+00:00,Odd numbered districts,,f,f,38.198402485644564,-85.69145837486994,"Nov 08, 2022"
6483,Maine Governor & Lieutenant Governor,ME,STATE,US,1,4 years,https://www.maine.gov/governor/,2022-11-08 05:00:00+00:00,,,f,f,44.317798478496265,-69.73102434224691,"Nov 08, 2022"
8510,Maine House of Representatives,ME,STATE,US,151,2 years,https://legislature.maine.gov/house/house/,2022-11-08 05:00:00+00:00,,,f,f,44.317798478496265,-69.73102434224691,"Nov 08, 2022"
6102,Maine State Senate,ME,STATE,US,35,2 years,http://legislature.maine.gov/senate/,2022-11-08 05:00:00+00:00,,,f,f,44.317798478496265,-69.73102434224691,"Nov 08, 2022"
7191,Maryland Comptroller,MD,STATE,US,1,4 years,https://www.marylandtaxes.gov/,2022-11-08 05:00:00+00:00,,"https://ballotpedia.org/Maryland_Comptroller_election,_2022",f,f,39.098545466444556,-76.7919318826322,"Nov 08, 2022"
5375,Maryland Governor & Lieutenant Governor,MD,STATE,US,1,4 years,https://governor.maryland.gov/,2022-11-08 05:00:00+00:00,,,f,f,39.098545466444556,-76.7919318826322,"Nov 08, 2022"
9037,Maryland House of Delegates,MD,STATE,US,141,4 years,http://www.msa.md.gov/msa/mdmanual/06hse/html/hse.html,2022-11-08 05:00:00+00:00,,,f,f,39.098545466444556,-76.7919318826322,"Nov 08, 2022"
6799,Maryland State Senate,MD,STATE,US,47,4 years,https://mgaleg.maryland.gov/mgawebsite/,2022-11-08 05:00:00+00:00,,,f,f,39.098545466444556,-76.7919318826322,"Nov 08, 2022"
7219,Massachusetts Auditor of the Commonwealth,MA,STATE,US,1,4 years,https://www.mass.gov/orgs/office-of-the-state-auditor,2022-11-08 05:00:00+00:00,,"https://ballotpedia.org/Massachusetts_Auditor_election,_2022",f,f,42.2707016687183,-71.36659953132225,"Nov 08, 2022"
6477,Massachusetts Governor & Lieutenant Governor,MA,STATE,US,1,4 years,http://www.mass.gov/governor/,2022-11-08 05:00:00+00:00,,,f,f,42.2707016687183,-71.36659953132225,"Nov 08, 2022"
5646,Massachusetts House of Representatives,MA,STATE,US,160,2 years,https://malegislature.gov/People/House,2022-11-08 05:00:00+00:00,,"https://ballotpedia.org/Massachusetts_House_of_Representatives_elections,_2022",f,f,42.2707016687183,-71.36659953132225,"Nov 08, 2022"
6286,Massachusetts Senate,MA,STATE,US,40,2 years,https://malegislature.gov/People/Senate,2022-11-08 05:00:00+00:00,,"https://ballotpedia.org/Massachusetts_State_Senate_elections,_2022",f,f,42.2707016687183,-71.36659953132225,"Nov 08, 2022"
7218,Massachusetts Treasurer,MA,STATE,US,1,4 years,https://www.masstreasury.org/,2022-11-08 05:00:00+00:00,,"https://ballotpedia.org/Massachusetts_Treasurer_election,_2022",f,f,42.2707016687183,-71.36659953132225,"Nov 08, 2022"
8737,Maui County Council & Mayor,HI,LOCAL,US,9,2 years,http://mauicounty.us/councilmembers/,2022-11-08 05:00:00+00:00,All,,f,f,,,
5333,Mayor of Clarksville,TN,LOCAL,US,1,4 years,https://www.cityofclarksville.com/283/Mayors-Office,2022-11-08 05:00:00+00:00,"Mayor and 1, 2, 5, 6, 7, 10\n",https://mcgtn.org/election,f,f,36.570895838216764,-87.35483919900592,"Nov 08, 2022"
2629,Mayor of Providence,RI,LOCAL,US,1,4 years,http://cityof.providenceri.com/mayor,2022-11-08 05:00:00+00:00,,,f,f,41.82325379873909,-71.42406590242012,"Nov 08, 2022"
7025,Mecklenburg Board of County Commissioners,NC,LOCAL,US,9,2 years,https://www.mecknc.gov/Pages/Home.aspx,2022-11-08 05:00:00+00:00,,,f,f,35.233257786897845,-80.81850816696178,"Nov 08, 2022"
8913,Menifee City Council,CA,LOCAL,US,5,4 years,https://www.cityofmenifee.us/89/City-Council,2022-11-08 05:00:00+00:00,,https://www.cityofmenifee.us/431/Election-and-Voter-Information,f,f,,,
6447,Menlo Park City Council,CA,LOCAL,US,5,4 years,https://www.menlopark.org/455/City-Council,2022-11-08 05:00:00+00:00,"District 1, 2, and 4",https://www.menlopark.org/744/Elections,f,f,37.45815125682509,-122.172638514238,"Nov 08, 2022"
8529,Mesa City Council,AZ,LOCAL,US,7,4 years,https://www.mesaaz.gov/government/mayor-council?locale=en,2022-11-08 05:00:00+00:00,"Districts 4, 5, 6",,f,f,33.408443891527526,-111.7627529951568,"Nov 08, 2022"
6069,Miami Gardens City Council,FL,LOCAL,US,7,4 years,https://www.miamigardens-fl.gov/269/City-Council,2022-11-08 05:00:00+00:00,"Districts 2 and 4, plus 1 at-large seat.",,f,f,25.944286065381483,-80.2438184845479,"Nov 08, 2022"
6134,Miami-Dade Board of County Commissioners & Mayor,FL,LOCAL,US,13,4 years,https://www.miamidade.gov/global/government/commission/home.page,2022-11-08 05:00:00+00:00,Even districts,,f,f,25.75834077703208,-80.3405413382894,"Nov 08, 2022"
5374,Michigan Governor & Lieutenant Governor,MI,STATE,US,1,4 years,https://www.michigan.gov/,2022-11-08 05:00:00+00:00,,,f,f,42.90919135765188,-84.21488179745796,"Nov 08, 2022"
6177,Michigan House of Representatives,MI,STATE,US,110,2 years,https://www.house.mi.gov/,2022-11-08 05:00:00+00:00,,"https://ballotpedia.org/Michigan_House_of_Representatives_elections,_2022",f,f,42.90919135765188,-84.21488179745796,"Nov 08, 2022"
7684,Michigan Secretary of State,MI,STATE,US,1,4 years,https://www.michigan.gov/sos/,2022-11-08 05:00:00+00:00,,"https://ballotpedia.org/Michigan_Secretary_of_State_election,_2022",f,f,42.90919135765188,-84.21488179745796,"Nov 08, 2022"
8498,Michigan State Senate,MI,STATE,US,38,4 years,https://senate.michigan.gov/,2022-11-08 05:00:00+00:00,All districts.,,f,f,42.90919135765188,-84.21488179745796,"Nov 08, 2022"
6095,Midland City Council,TX,LOCAL,US,7,3 years,http://www.midlandtexas.gov/238/Mayor-City-Council,2022-11-08 05:00:00+00:00,"Districts 3 & 4, plus at-large mayoral seat.",,f,f,32.018629234701194,-102.11469487891779,"Nov 08, 2022"
7246,Minnesota Attorney General,MN,STATE,US,1,4 years,https://www.ag.state.mn.us/,2022-11-08 05:00:00+00:00,,"https://ballotpedia.org/Minnesota_Attorney_General_election,_2022",f,f,45.22577301417274,-93.5816734690406,"Nov 08, 2022"
6465,Minnesota Governor & Lieutenant Governor,MN,STATE,US,1,4 years,http://mn.gov/governor/,2022-11-08 05:00:00+00:00,,,f,f,45.22577301417274,-93.5816734690406,"Nov 08, 2022"
6254,Minnesota House of Representatives,MN,STATE,US,134,2 years,https://www.house.leg.state.mn.us/,2022-11-08 05:00:00+00:00,,"https://ballotpedia.org/Minnesota_House_of_Representatives_elections,_2022",f,f,45.22577301417274,-93.5816734690406,"Nov 08, 2022"
6466,Minnesota Lieutenant Governor,MN,STATE,US,1,,,2022-11-08 05:00:00+00:00,,,f,f,45.22577301417274,-93.5816734690406,"Nov 08, 2022"
7902,Minnesota Secretary of State,MN,STATE,US,1,4 years,https://www.sos.state.mn.us/,2022-11-08 05:00:00+00:00,,"https://ballotpedia.org/Minnesota_Secretary_of_State_election,_2022",f,f,45.22577301417274,-93.5816734690406,"Nov 08, 2022"
7277,Minnesota State Auditor,MN,STATE,US,1,4 years,https://www.osa.state.mn.us/,2022-11-08 05:00:00+00:00,,"https://ballotpedia.org/Minnesota_Auditor_election,_2022",f,f,45.22577301417274,-93.5816734690406,"Nov 08, 2022"
6360,Minnesota State Senate,MN,STATE,US,67,4 years,https://www.senate.mn/,2022-11-08 05:00:00+00:00,,"https://ballotpedia.org/Minnesota_State_Senate_elections,_2022",f,f,45.22577301417274,-93.5816734690406,"Nov 08, 2022"
6261,Missouri House of Representatives,MO,STATE,US,163,2 years,https://www.house.mo.gov/,2022-11-08 05:00:00+00:00,,"https://ballotpedia.org/Missouri_House_of_Representatives_elections,_2022",f,f,38.421148506238424,-92.20243464460874,"Nov 08, 2022"
